,Model,Run,Raw Answers,Parsed Answers,Label,Mean,MSE,MLAE,Times,Forced Repetitions,gt
143,CustomLLaMA,run_0,"user


The image contains two lines forming an angle.
Provide the exact angle in degrees, formatted as a single number. 
No step-by-step explanation.
assistant

The angle is approximately 45 degrees.",[45.0],25,45.0,676.0,11.344365266587058,6106.488943099976,0,67
144,CustomLLaMA,run_0,"user


The image contains two lines forming an angle.
Provide the exact angle in degrees, formatted as a single number. 
No step-by-step explanation.
assistant

The angle is 45 degrees.",[45.0],25,45.0,64.0,9.644081593265675,6005.399942398071,0,67
145,CustomLLaMA,run_0,"user


The image contains two lines forming an angle.
Provide the exact angle in degrees, formatted as a single number. 
No step-by-step explanation.
assistant

The angle in the image is 90 degrees.",[90.0],79,90.0,1444.0,11.891831159511497,6218.3239459991455,0,67
146,CustomLLaMA,run_0,"user


The image contains two lines forming an angle.
Provide the exact angle in degrees, formatted as a single number. 
No step-by-step explanation.
assistant

The angle is 45 degrees.",[45.0],79,45.0,121.0,10.10345174171609,5768.012523651123,0,67
147,CustomLLaMA,run_0,"user


The image contains two lines forming an angle.
Provide the exact angle in degrees, formatted as a single number. 
No step-by-step explanation.
assistant

The angle between the two lines is approximately 30 degrees.",[30.0],79,30.0,961.0,11.598110672175917,6259.632587432861,0,67
148,CustomLLaMA,run_0,"user


The image contains two lines forming an angle.
Provide the exact angle in degrees, formatted as a single number. 
No step-by-step explanation.
assistant

The angle between the two lines is 90 degrees.",[90.0],79,90.0,784.0,11.451275516423348,5977.597713470459,0,67
149,CustomLLaMA,run_0,"user


The image contains two lines forming an angle.
Provide the exact angle in degrees, formatted as a single number. 
No step-by-step explanation.
assistant

The angle is approximately 45 degrees.",[45.0],79,45.0,1.0,6.64565843240871,5987.621545791626,0,67
150,CustomLLaMA,run_0,"user


The image contains two lines forming an angle.
Provide the exact angle in degrees, formatted as a single number. 
No step-by-step explanation.
assistant

The angle in the image is 90 degrees.",[90.0],28,90.0,5041.0,12.793628708616401,6230.323553085327,0,67
151,CustomLLaMA,run_0,"user


The image contains two lines forming an angle.
Provide the exact angle in degrees, formatted as a single number. 
No step-by-step explanation.
assistant

The angle is 45 degrees.",[45.0],28,45.0,4.0,7.644757592516257,5952.117681503296,0,67
152,CustomLLaMA,run_0,"user


The image contains two lines forming an angle.
Provide the exact angle in degrees, formatted as a single number. 
No step-by-step explanation.
assistant

The angle in the image is 90 degrees.",[90.0],28,90.0,2916.0,12.398777087270213,5961.987495422363,0,67
153,CustomLLaMA,run_0,"user


The image contains two lines forming an angle.
Provide the exact angle in degrees, formatted as a single number. 
No step-by-step explanation.
assistant

The angle in the image is 45 degrees.",[45.0],28,45.0,81.0,9.813981551614678,5917.020082473755,0,67
154,CustomLLaMA,run_0,"user


The image contains two lines forming an angle.
Provide the exact angle in degrees, formatted as a single number. 
No step-by-step explanation.
assistant

The angle is 45 degrees.",[45.0],28,45.0,441.0,11.036259484702606,5861.706733703613,0,67
155,CustomLLaMA,run_0,"user


The image contains two lines forming an angle.
Provide the exact angle in degrees, formatted as a single number. 
No step-by-step explanation.
assistant

The angle in the image is 90 degrees.",[90.0],25,90.0,2304.0,12.228856260190051,6066.550254821777,0,67
156,CustomLLaMA,run_0,"user


The image contains two lines forming an angle.
Provide the exact angle in degrees, formatted as a single number. 
No step-by-step explanation.
assistant

The angle is 45 degrees.",[45.0],25,45.0,4.0,7.644757592516257,5681.932687759399,0,67
157,CustomLLaMA,run_0,"user


The image contains two lines forming an angle.
Provide the exact angle in degrees, formatted as a single number. 
No step-by-step explanation.
assistant

The angle is 45 degrees.",[45.0],25,45.0,961.0,11.598110672175917,5699.28765296936,0,67
158,CustomLLaMA,run_0,"user


The image contains two lines forming an angle.
Provide the exact angle in degrees, formatted as a single number. 
No step-by-step explanation.
assistant

The angle between the two lines is 45 degrees.",[45.0],25,45.0,49.0,9.451468712947358,13379.9467086792,1,67
159,CustomLLaMA,run_0,"user


The image contains two lines forming an angle.
Provide the exact angle in degrees, formatted as a single number. 
No step-by-step explanation.
assistant

The angle is 45 degrees.",[45.0],25,45.0,1681.0,12.00145217832723,5654.833793640137,0,67
160,CustomLLaMA,run_0,"user


The image contains two lines forming an angle.
Provide the exact angle in degrees, formatted as a single number. 
No step-by-step explanation.
assistant

The angle is approximately 45 degrees.",[45.0],33,45.0,1.0,6.64565843240871,5979.853391647339,0,67
161,CustomLLaMA,run_0,"user


The image contains two lines forming an angle.
Provide the exact angle in degrees, formatted as a single number. 
No step-by-step explanation.
assistant

The image shows two lines forming an angle. The angle is measured as 45 degrees.",[45.0],33,45.0,1936.0,12.10332879348442,6790.510892868042,0,67
162,CustomLLaMA,run_0,"user


The image contains two lines forming an angle.
Provide the exact angle in degrees, formatted as a single number. 
No step-by-step explanation.
assistant

The angle in the image is 90 degrees.",[90.0],33,90.0,2209.0,12.198483410491098,5858.257293701172,0,67
163,CustomLLaMA,run_0,"user


The image contains two lines forming an angle.
Provide the exact angle in degrees, formatted as a single number. 
No step-by-step explanation.
assistant

The angle between the two lines is approximately 70 degrees.",[70.0],33,70.0,961.0,11.598110672175917,6404.316186904907,0,67
164,CustomLLaMA,run_0,"user


The image contains two lines forming an angle.
Provide the exact angle in degrees, formatted as a single number. 
No step-by-step explanation.
assistant

The angle is approximately 30 degrees.",[30.0],33,30.0,1369.0,11.853358294277715,6166.667699813843,0,67
165,GeminiProVision,run_0,"90 
",[90.0],19,90.0,49.0,9.451468712947358,8721.219301223755,0,67
166,GeminiProVision,run_0,"90 
",[90.0],19,90.0,81.0,9.813981551614678,8611.82975769043,0,67
167,GeminiProVision,run_0,"45 
",[45.0],19,45.0,2025.0,12.135749360410061,8649.14059638977,0,67
168,GeminiProVision,run_0,"45 
",[45.0],19,45.0,0.0,-3.0,8674.281597137451,0,67
169,GeminiProVision,run_0,"45 
",[45.0],19,45.0,36.0,9.229119220658594,8593.234539031982,0,67
170,GeminiProVision,run_0,"90 
",[90.0],37,90.0,625.0,11.287784512498185,8597.378969192505,0,67
171,GeminiProVision,run_0,"90 
",[90.0],37,90.0,4096.0,12.643884367137073,8614.139795303345,0,67
172,GeminiProVision,run_0,"90 
",[90.0],37,90.0,4624.0,12.731345550910744,8618.5462474823,0,67
173,GeminiProVision,run_0,"90 
",[90.0],37,90.0,49.0,9.451468712947358,8678.97891998291,0,67
174,GeminiProVision,run_0,"90 
",[90.0],37,90.0,576.0,11.228893828905882,8604.284524917603,0,67
175,GeminiProVision,run_0,"90 
",[90.0],52,90.0,1936.0,12.10332879348442,8605.309247970581,0,67
176,GeminiProVision,run_0,"90 
",[90.0],52,90.0,1849.0,12.070162882676588,8563.851356506348,0,67
177,GeminiProVision,run_0,"45 
",[45.0],52,45.0,441.0,11.036259484702606,8645.278215408325,0,67
178,GeminiProVision,run_0,"90 
",[90.0],52,90.0,784.0,11.451275516423348,8596.223831176758,0,67
179,GeminiProVision,run_0,"90 
",[90.0],52,90.0,121.0,10.10345174171609,8595.447778701782,0,67
180,GeminiProVision,run_0,"90 
",[90.0],56,90.0,3481.0,12.526529804385683,8602.270603179932,0,67
181,GeminiProVision,run_0,"90 
",[90.0],56,90.0,1681.0,12.00145217832723,8646.822452545166,0,67
182,GeminiProVision,run_0,"90 
",[90.0],56,90.0,1369.0,11.853358294277715,8556.461811065674,0,67
183,GeminiProVision,run_0,"90 
",[90.0],56,90.0,1156.0,11.73137207030894,8562.289953231812,0,67
184,GeminiProVision,run_0,"90 
",[90.0],56,90.0,4761.0,12.752406782095886,8550.41790008545,0,67
185,GeminiProVision,run_0,"90 
",[90.0],61,90.0,7744.0,13.103308301093763,8591.398239135742,0,67
186,GeminiProVision,run_0,"45 
",[45.0],61,45.0,9.0,8.229419688230417,8632.900714874268,0,67
187,GeminiProVision,run_0,"90 
",[90.0],61,90.0,3721.0,12.57462309045768,8587.892770767212,0,67
188,GeminiProVision,run_0,"90 
",[90.0],61,90.0,2500.0,12.287748446474637,8568.614959716797,0,67
189,GeminiProVision,run_0,"90 
",[90.0],61,90.0,576.0,11.228893828905882,8587.905645370483,0,67
190,GeminiProVision,run_0,"90 
",[90.0],62,90.0,3249.0,12.476777841641706,8571.394205093384,0,67
191,GeminiProVision,run_0,"90 
",[90.0],62,90.0,784.0,11.451275516423348,8801.78451538086,0,67
192,GeminiProVision,run_0,"90 
",[90.0],62,90.0,2116.0,12.167457348968679,8556.008338928223,0,67
193,GeminiProVision,run_0,"45 
",[45.0],62,45.0,400.0,10.965874450284495,8612.688302993774,0,67
194,GeminiProVision,run_0,"90 
",[90.0],62,90.0,121.0,10.10345174171609,8572.859048843384,0,67
195,GeminiProVision,run_0,"90 
",[90.0],44,90.0,3844.0,12.598081586461959,8613.463163375854,0,67
196,GeminiProVision,run_0,"90 
",[90.0],44,90.0,4225.0,12.666251746671813,8552.06561088562,0,67
197,GeminiProVision,run_0,"90 
",[90.0],44,90.0,3249.0,12.476777841641706,8586.336135864258,0,67
198,GeminiProVision,run_0,"90 
",[90.0],44,90.0,5041.0,12.793628708616401,8608.1862449646,0,67
199,GeminiProVision,run_0,"45 
",[45.0],44,45.0,64.0,9.644081593265675,8608.330249786377,0,67
200,GeminiProVision,run_0,"90 
",[90.0],19,90.0,1444.0,11.891831159511497,8564.646482467651,0,67
201,GeminiProVision,run_0,"90 
",[90.0],19,90.0,1156.0,11.73137207030894,8585.54720878601,0,67
202,GeminiProVision,run_0,"90 
",[90.0],19,90.0,841.0,11.501899368693211,8570.796966552734,0,67
203,GeminiProVision,run_0,"90 
",[90.0],19,90.0,784.0,11.451275516423348,8572.254180908203,0,67
204,GeminiProVision,run_0,"90 
",[90.0],19,90.0,2116.0,12.167457348968679,8583.302021026611,0,67
205,GeminiProVision,run_0,"45 
",[45.0],47,45.0,676.0,11.344365266587058,8629.451751708984,0,67
206,GeminiProVision,run_0,"90 
",[90.0],47,90.0,1849.0,12.070162882676588,8566.904067993164,0,67
207,GeminiProVision,run_0,"90 
",[90.0],47,90.0,2916.0,12.398777087270213,8622.82657623291,0,67
208,GeminiProVision,run_0,"90 
",[90.0],47,90.0,2916.0,12.398777087270213,8554.917573928833,0,67
209,GeminiProVision,run_0,"90 
",[90.0],47,90.0,4356.0,12.688277632644148,8578.662395477295,0,67
210,GeminiProVision,run_0,"45 
",[45.0],36,45.0,9.0,8.229419688230417,8572.499752044678,0,67
211,GeminiProVision,run_0,"90 
",[90.0],36,90.0,2209.0,12.198483410491098,8566.644191741943,0,67
212,GeminiProVision,run_0,"45 
",[45.0],36,45.0,961.0,11.598110672175917,8617.116928100586,0,67
213,GeminiProVision,run_0,"90 
",[90.0],36,90.0,1444.0,11.891831159511497,8603.947401046753,0,67
214,GeminiProVision,run_0,"90 
",[90.0],36,90.0,7396.0,13.070141913729094,8599.090814590454,0,67
215,GeminiProVision,run_0,"90 
",[90.0],36,90.0,2116.0,12.167457348968679,8603.386878967285,0,67
216,GeminiProVision,run_0,"90 
",[90.0],36,90.0,7921.0,13.119609883169629,8553.2066822052,0,67
217,GeminiProVision,run_0,"90 
",[90.0],36,90.0,2209.0,12.198483410491098,8560.215950012207,0,67
218,GeminiProVision,run_0,"45 
",[45.0],36,45.0,36.0,9.229119220658594,8627.959728240967,0,67
219,GeminiProVision,run_0,"90 
",[90.0],36,90.0,529.0,11.16749655104036,8624.576568603516,0,67
220,Gemini1_5Flash,run_0,"90
",[90.0],24,90.0,49.0,9.451468712947358,8294.660329818726,0,67
221,Gemini1_5Flash,run_0,"90
",[90.0],24,90.0,81.0,9.813981551614678,8266.014337539673,0,67
222,Gemini1_5Flash,run_0,"90
",[90.0],24,90.0,0.0,-3.0,8322.27349281311,0,67
223,Gemini1_5Flash,run_0,"90
",[90.0],24,90.0,2025.0,12.135749360410061,8308.286428451538,0,67
224,Gemini1_5Flash,run_0,"90 
",[90.0],24,90.0,2601.0,12.316316891485462,8240.552425384521,0,67
225,Gemini1_5Flash,run_0,"135
",[135.0],42,135.0,4900.0,12.773164968901117,8281.90279006958,0,67
226,Gemini1_5Flash,run_0,"90
",[90.0],42,90.0,4096.0,12.643884367137073,8247.214078903198,0,67
227,Gemini1_5Flash,run_0,"90
",[90.0],42,90.0,4624.0,12.731345550910744,8310.039281845093,0,67
228,Gemini1_5Flash,run_0,"90
",[90.0],42,90.0,49.0,9.451468712947358,8289.375305175781,0,67
229,Gemini1_5Flash,run_0,"90
",[90.0],42,90.0,576.0,11.228893828905882,8267.762184143066,0,67
230,Gemini1_5Flash,run_0,"90
",[90.0],43,90.0,1936.0,12.10332879348442,8278.037309646606,0,67
231,Gemini1_5Flash,run_0,"90
",[90.0],43,90.0,1849.0,12.070162882676588,8271.147012710571,0,67
232,Gemini1_5Flash,run_0,"90
",[90.0],43,90.0,4356.0,12.688277632644148,8303.28345298767,0,67
233,Gemini1_5Flash,run_0,"90
",[90.0],43,90.0,784.0,11.451275516423348,8265.354633331299,0,67
234,Gemini1_5Flash,run_0,"90
",[90.0],43,90.0,121.0,10.10345174171609,8312.967300415039,0,67
235,Gemini1_5Flash,run_0,"90
",[90.0],76,90.0,3481.0,12.526529804385683,8293.802499771118,0,67
236,Gemini1_5Flash,run_0,"90
",[90.0],76,90.0,1681.0,12.00145217832723,8291.300058364868,0,67
237,Gemini1_5Flash,run_0,"90
",[90.0],76,90.0,1369.0,11.853358294277715,8243.631601333618,0,67
238,Gemini1_5Flash,run_0,"90
",[90.0],76,90.0,1156.0,11.73137207030894,8316.324949264526,0,67
239,Gemini1_5Flash,run_0,"90
",[90.0],76,90.0,4761.0,12.752406782095886,8261.565446853638,0,67
240,Gemini1_5Flash,run_0,"90
",[90.0],52,90.0,7744.0,13.103308301093763,8274.991989135742,0,67
241,Gemini1_5Flash,run_0,"90
",[90.0],52,90.0,1764.0,12.036216549266957,8280.259847640991,0,67
242,Gemini1_5Flash,run_0,"90
",[90.0],52,90.0,3721.0,12.57462309045768,8229.722499847412,0,67
243,Gemini1_5Flash,run_0,"180
",[180.0],52,180.0,19600.0,13.773152087867908,8284.410953521729,0,67
244,Gemini1_5Flash,run_0,"90
",[90.0],52,90.0,576.0,11.228893828905882,8298.144340515137,0,67
245,Gemini1_5Flash,run_0,"90
",[90.0],4,90.0,3249.0,12.476777841641706,8269.303321838379,0,67
246,Gemini1_5Flash,run_0,"90
",[90.0],4,90.0,784.0,11.451275516423348,8405.80415725708,0,67
247,Gemini1_5Flash,run_0,"90
",[90.0],4,90.0,2116.0,12.167457348968679,8264.721870422363,0,67
248,Gemini1_5Flash,run_0,"90
",[90.0],4,90.0,4225.0,12.666251746671813,8257.398843765259,0,67
249,Gemini1_5Flash,run_0,"90
",[90.0],4,90.0,121.0,10.10345174171609,8292.911052703857,0,67
250,Gemini1_5Flash,run_0,"90
",[90.0],44,90.0,3844.0,12.598081586461959,8309.873819351196,0,67
251,Gemini1_5Flash,run_0,"90
",[90.0],44,90.0,4225.0,12.666251746671813,8232.051372528076,0,67
252,Gemini1_5Flash,run_0,"90 
",[90.0],44,90.0,3249.0,12.476777841641706,8332.944869995117,0,67
253,Gemini1_5Flash,run_0,"90
",[90.0],44,90.0,5041.0,12.793628708616401,8244.706869125366,0,67
254,Gemini1_5Flash,run_0,"90
",[90.0],44,90.0,2809.0,12.371810669763118,8271.371364593506,0,67
255,Gemini1_5Flash,run_0,"90 
",[90.0],1,90.0,1444.0,11.891831159511497,8301.384687423706,0,67
256,Gemini1_5Flash,run_0,"90
",[90.0],1,90.0,1156.0,11.73137207030894,8264.259815216064,0,67
257,Gemini1_5Flash,run_0,"90
",[90.0],1,90.0,841.0,11.501899368693211,8252.36964225769,0,67
258,Gemini1_5Flash,run_0,"90
",[90.0],1,90.0,784.0,11.451275516423348,8273.08440208435,0,67
259,Gemini1_5Flash,run_0,"90
",[90.0],1,90.0,2116.0,12.167457348968679,8302.959442138672,0,67
260,Gemini1_5Flash,run_0,"90
",[90.0],43,90.0,5041.0,12.793628708616401,8291.83316230774,0,67
261,Gemini1_5Flash,run_0,"90
",[90.0],43,90.0,1849.0,12.070162882676588,8245.866537094116,0,67
262,Gemini1_5Flash,run_0,"90
",[90.0],43,90.0,2916.0,12.398777087270213,8334.770441055298,0,67
263,Gemini1_5Flash,run_0,"90
",[90.0],43,90.0,2916.0,12.398777087270213,8239.442348480225,0,67
264,Gemini1_5Flash,run_0,"90
",[90.0],43,90.0,4356.0,12.688277632644148,8266.111373901367,0,67
265,Gemini1_5Flash,run_0,"90
",[90.0],39,90.0,2304.0,12.228856260190051,8312.879800796509,0,67
266,Gemini1_5Flash,run_0,"90 
",[90.0],39,90.0,2209.0,12.198483410491098,8275.338888168335,0,67
267,Gemini1_5Flash,run_0,"90
",[90.0],39,90.0,196.0,10.451339918139356,8260.571956634521,0,67
268,Gemini1_5Flash,run_0,"90
",[90.0],39,90.0,1444.0,11.891831159511497,8255.820274353027,0,67
269,Gemini1_5Flash,run_0,"90
",[90.0],39,90.0,7396.0,13.070141913729094,8246.504068374634,0,67
270,Gemini1_5Flash,run_0,"90
",[90.0],67,90.0,2116.0,12.167457348968679,8310.722589492798,0,67
271,Gemini1_5Flash,run_0,"90
",[90.0],67,90.0,7921.0,13.119609883169629,8284.003019332886,0,67
272,Gemini1_5Flash,run_0,"90
",[90.0],67,90.0,2209.0,12.198483410491098,8278.038501739502,0,67
273,Gemini1_5Flash,run_0,"90
",[90.0],67,90.0,2601.0,12.316316891485462,8312.232494354248,0,67
274,Gemini1_5Flash,run_0,"90
",[90.0],67,90.0,529.0,11.16749655104036,8553.798913955688,0,67
